,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Shrooms,Nicotine,Semer,VSA
1183,18-24,Male,"Some college or university, no certificate or degree",USA,White,44.0,38.0,50.0,37.0,35.0,0.88113,0.7654,CL5,CL5,CL0,CL3,CL6,CL5,CL5,CL0,CL0,CL3,CL3,CL0,CL4,CL0,CL4,CL0,CL6,CL0,CL3
1184,18-24,Male,"Some college or university, no certificate or degree",Other,White,26.0,44.0,48.0,47.0,36.0,1.86203,0.40148,CL6,CL0,CL0,CL2,CL5,CL4,CL6,CL0,CL0,CL3,CL0,CL0,CL5,CL0,CL0,CL3,CL4,CL0,CL0
1185,25-34,Female,University degree,UK,White,48.0,38.0,52.0,46.0,42.0,0.19268,0.07987,CL5,CL0,CL2,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL1
1186,55-64,Female,Doctorate degree,USA,White,32.0,43.0,49.0,40.0,42.0,-0.21712,0.07987,CL6,CL1,CL2,CL2,CL6,CL6,CL6,CL2,CL1,CL2,CL1,CL1,CL5,CL2,CL0,CL3,CL6,CL0,CL0
1187,18-24,Male,"Some college or university, no certificate or degree",Canada,White,25.0,49.0,49.0,39.0,42.0,1.29221,0.40148,CL4,CL4,CL0,CL0,CL6,CL6,CL5,CL6,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL3,CL6,CL0,CL0
1188,18-24,Male,Masters degree,USA,White,18.0,42.0,51.0,54.0,48.0,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL2,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL0,CL2,CL0,CL0
1189,18-24,Female,"Some college or university, no certificate or degree",USA,White,42.0,44.0,49.0,44.0,22.0,1.86203,1.2247,CL3,CL6,CL2,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL4,CL4,CL0,CL2,CL0,CL4,CL0,CL0
1190,18-24,Male,Left school at 18 years ,Canada,White,51.0,29.0,49.0,46.0,33.0,1.86203,1.2247,CL6,CL6,CL2,CL5,CL4,CL6,CL4,CL3,CL2,CL3,CL0,CL3,CL0,CL0,CL0,CL3,CL6,CL0,CL0
1191,18-24,Male,"Some college or university, no certificate or degree",USA,White,14.0,47.0,53.0,53.0,38.0,0.19268,0.40148,CL5,CL3,CL0,CL0,CL4,CL5,CL4,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL0,CL5,CL0,CL0
1192,35-44,Male,University degree,USA,White,39.0,41.0,51.0,36.0,45.0,0.52975,1.2247,CL5,CL2,CL0,CL5,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1193,18-24,Male,"Some college or university, no certificate or degree",USA,White,45.0,37.0,46.0,40.0,29.0,0.88113,0.40148,CL5,CL3,CL0,CL5,CL6,CL2,CL6,CL0,CL0,CL5,CL0,CL0,CL5,CL2,CL0,CL5,CL5,CL0,CL0
1194,18-24,Male,"Some college or university, no certificate or degree",USA,White,41.0,38.0,42.0,38.0,38.0,-0.21712,0.7654,CL4,CL3,CL0,CL0,CL6,CL6,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL3,CL5,CL0,CL0
1195,25-34,Male,University degree,Canada,White,27.0,38.0,45.0,30.0,40.0,0.52975,-1.54858,CL0,CL6,CL0,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0
1196,25-34,Male,Left school at 16 years ,USA,White,32.0,21.0,41.0,43.0,44.0,-1.37983,-0.84637,CL5,CL0,CL0,CL3,CL6,CL6,CL3,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL5,CL3,CL6,CL0,CL0
1197,18-24,Male,"Some college or university, no certificate or degree",USA,White,55.0,19.0,37.0,45.0,27.0,0.52975,1.2247,CL3,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL3,CL6,CL0,CL0
1198,25-34,Female,University degree,Other,White,37.0,28.0,49.0,49.0,29.0,-0.21712,-0.84637,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1199,18-24,Male,"Some college or university, no certificate or degree",USA,White,39.0,46.0,57.0,38.0,37.0,1.29221,1.92173,CL5,CL4,CL4,CL4,CL5,CL6,CL4,CL5,CL0,CL4,CL6,CL0,CL4,CL3,CL4,CL4,CL5,CL0,CL0
1200,18-24,Male,"Some college or university, no certificate or degree",USA,White,29.0,45.0,48.0,36.0,36.0,-0.21712,0.7654,CL6,CL0,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL2,CL0,CL4,CL2,CL4,CL2,CL3,CL2,CL0,CL0
1201,18-24,Male,Left school at 18 years ,USA,Mixed-White/Asian,40.0,43.0,44.0,34.0,40.0,0.52975,1.2247,CL5,CL3,CL0,CL4,CL6,CL6,CL0,CL3,CL3,CL3,CL5,CL3,CL3,CL3,CL5,CL3,CL6,CL0,CL3
1202,25-34,Male,"Some college or university, no certificate or degree",USA,White,44.0,30.0,49.0,36.0,33.0,0.19268,0.7654,CL3,CL2,CL0,CL5,CL6,CL6,CL4,CL3,CL0,CL2,CL0,CL0,CL2,CL2,CL5,CL2,CL6,CL0,CL2
1203,18-24,Female,Left school at 18 years ,UK,White,26.0,36.0,46.0,29.0,31.0,1.29221,0.40148,CL5,CL0,CL0,CL0,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL6,CL0,CL2
1204,45-54,Male,University degree,UK,White,31.0,50.0,55.0,52.0,50.0,-0.21712,-0.21575,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1205,18-24,Male,Professional certificate/ diploma,USA,Other,37.0,40.0,51.0,28.0,51.0,0.88113,1.92173,CL6,CL0,CL2,CL3,CL6,CL6,CL5,CL3,CL3,CL0,CL4,CL0,CL3,CL4,CL0,CL5,CL0,CL0,CL0
1206,18-24,Male,"Some college or university, no certificate or degree",Canada,Mixed-White/Black,22.0,33.0,50.0,36.0,39.0,0.52975,0.40148,CL3,CL3,CL0,CL0,CL3,CL3,CL5,CL0,CL2,CL3,CL0,CL5,CL5,CL3,CL0,CL3,CL3,CL0,CL0
1207,45-54,Male,University degree,Australia,White,26.0,44.0,43.0,36.0,47.0,0.88113,0.7654,CL5,CL4,CL2,CL4,CL6,CL3,CL5,CL3,CL0,CL4,CL0,CL0,CL1,CL3,CL0,CL0,CL0,CL0,CL0
1208,18-24,Male,"Some college or university, no certificate or degree",Canada,White,23.0,47.0,50.0,39.0,36.0,0.88113,0.40148,CL5,CL0,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL4,CL2,CL0,CL0
1209,18-24,Male,"Some college or university, no certificate or degree",Other,White,33.0,32.0,48.0,40.0,34.0,-1.37983,0.7654,CL5,CL0,CL0,CL0,CL3,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL5,CL0,CL0,CL3,CL0,CL0
1210,18-24,Female,"Some college or university, no certificate or degree",Canada,White,45.0,41.0,50.0,42.0,26.0,-1.37983,0.40148,CL4,CL6,CL0,CL0,CL5,CL3,CL4,CL3,CL0,CL4,CL0,CL0,CL2,CL0,CL0,CL0,CL4,CL0,CL2
1211,18-24,Male,"Some college or university, no certificate or degree",Australia,White,33.0,41.0,50.0,40.0,42.0,0.19268,0.7654,CL5,CL4,CL3,CL4,CL6,CL6,CL6,CL0,CL2,CL4,CL0,CL2,CL4,CL5,CL0,CL4,CL5,CL0,CL4
1212,35-44,Female,Professional certificate/ diploma,UK,White,43.0,43.0,36.0,37.0,43.0,1.29221,0.7654,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1213,25-34,Male,Professional certificate/ diploma,USA,White,48.0,36.0,52.0,43.0,35.0,0.88113,0.7654,CL6,CL6,CL0,CL5,CL6,CL6,CL6,CL2,CL0,CL2,CL2,CL0,CL5,CL4,CL5,CL3,CL6,CL0,CL0
1214,18-24,Male,Professional certificate/ diploma,Canada,White,34.0,49.0,55.0,44.0,31.0,0.52975,0.7654,CL5,CL4,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL5,CL0,CL0,CL4,CL3,CL0,CL3,CL0,CL0,CL0
1215,18-24,Male,"Some college or university, no certificate or degree",USA,White,40.0,44.0,44.0,37.0,42.0,0.19268,0.7654,CL5,CL4,CL3,CL2,CL5,CL5,CL6,CL2,CL0,CL4,CL0,CL0,CL5,CL3,CL0,CL3,CL3,CL0,CL0
1216,25-34,Female,Masters degree,USA,White,39.0,48.0,45.0,38.0,34.0,0.19268,-0.52593,CL5,CL5,CL0,CL5,CL5,CL5,CL6,CL4,CL0,CL3,CL0,CL3,CL0,CL2,CL4,CL4,CL2,CL0,CL0
1217,18-24,Female,"Some college or university, no certificate or degree",Other,White,24.0,41.0,51.0,35.0,30.0,-0.71126,0.7654,CL4,CL0,CL0,CL4,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL4,CL3,CL0,CL0
1218,18-24,Female,Professional certificate/ diploma,USA,White,46.0,46.0,48.0,32.0,35.0,0.88113,0.40148,CL4,CL3,CL0,CL6,CL4,CL5,CL5,CL3,CL0,CL3,CL2,CL0,CL3,CL0,CL6,CL2,CL6,CL0,CL2
1219,18-24,Female,Left school at 18 years ,USA,White,46.0,38.0,47.0,33.0,37.0,0.88113,1.2247,CL6,CL3,CL0,CL3,CL5,CL6,CL5,CL4,CL0,CL6,CL0,CL0,CL6,CL4,CL0,CL3,CL6,CL0,CL3
1220,18-24,Male,"Some college or university, no certificate or degree",USA,White,33.0,44.0,48.0,40.0,42.0,1.29221,1.2247,CL5,CL3,CL0,CL5,CL6,CL6,CL6,CL3,CL3,CL3,CL0,CL3,CL3,CL3,CL5,CL3,CL6,CL0,CL0
1221,25-34,Male,Doctorate degree,USA,White,31.0,22.0,30.0,42.0,41.0,-0.21712,-1.18084,CL5,CL0,CL2,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1222,18-24,Female,"Some college or university, no certificate or degree",USA,White,45.0,38.0,46.0,43.0,39.0,-0.21712,-0.21575,CL5,CL2,CL0,CL0,CL5,CL3,CL5,CL0,CL0,CL3,CL0,CL0,CL5,CL0,CL4,CL3,CL0,CL0,CL0
1223,18-24,Male,University degree,USA,White,42.0,49.0,50.0,44.0,48.0,0.19268,1.92173,CL6,CL5,CL0,CL4,CL6,CL5,CL3,CL4,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL3,CL6,CL0,CL2
1224,25-34,Female,University degree,USA,White,41.0,44.0,54.0,42.0,31.0,0.52975,-0.21575,CL5,CL3,CL0,CL3,CL6,CL6,CL4,CL2,CL2,CL2,CL0,CL2,CL2,CL2,CL2,CL2,CL3,CL0,CL0
1225,35-44,Male,Left school at 16 years ,USA,White,47.0,36.0,47.0,47.0,30.0,-1.37983,-0.21575,CL2,CL2,CL0,CL2,CL3,CL3,CL6,CL2,CL2,CL3,CL1,CL0,CL2,CL1,CL0,CL1,CL6,CL0,CL1
1226,18-24,Male,"Some college or university, no certificate or degree",USA,Mixed-White/Black,26.0,52.0,54.0,44.0,46.0,0.52975,0.40148,CL3,CL0,CL0,CL0,CL3,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
1227,18-24,Female,Left school at 18 years ,USA,White,37.0,41.0,53.0,40.0,41.0,0.19268,0.07987,CL6,CL3,CL0,CL2,CL4,CL6,CL5,CL3,CL3,CL3,CL0,CL3,CL3,CL3,CL2,CL3,CL3,CL0,CL0
1228,18-24,Female,University degree,Other,Other,46.0,31.0,53.0,29.0,38.0,1.29221,1.2247,CL6,CL2,CL0,CL2,CL5,CL6,CL4,CL3,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL2
1229,18-24,Female,"Some college or university, no certificate or degree",Other,White,51.0,37.0,49.0,47.0,45.0,0.19268,0.07987,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1230,18-24,Male,University degree,UK,White,43.0,37.0,50.0,47.0,41.0,0.19268,0.40148,CL5,CL4,CL4,CL3,CL6,CL4,CL4,CL5,CL0,CL4,CL0,CL5,CL5,CL0,CL5,CL3,CL6,CL0,CL0
1231,18-24,Male,"Some college or university, no certificate or degree",USA,White,36.0,32.0,46.0,45.0,46.0,-1.37983,-1.54858,CL4,CL2,CL0,CL3,CL2,CL6,CL4,CL3,CL0,CL3,CL0,CL0,CL0,CL3,CL3,CL3,CL3,CL0,CL0
1232,55-64,Male,Masters degree,USA,White,37.0,44.0,50.0,41.0,46.0,-0.21712,-0.84637,CL5,CL1,CL1,CL3,CL6,CL1,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL1
1233,45-54,Female,Masters degree,UK,White,21.0,45.0,54.0,47.0,42.0,-0.21712,-1.54858,CL5,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1234,18-24,Male,University degree,USA,White,36.0,45.0,52.0,40.0,50.0,0.19268,-0.52593,CL4,CL0,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0
1235,25-34,Male,Left school at 18 years ,USA,White,39.0,42.0,52.0,50.0,36.0,0.52975,0.07987,CL5,CL2,CL5,CL2,CL6,CL6,CL5,CL2,CL1,CL3,CL0,CL0,CL4,CL3,CL0,CL2,CL6,CL0,CL2
1236,18-24,Female,University degree,UK,White,35.0,41.0,49.0,34.0,45.0,0.52975,0.7654,CL6,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1237,45-54,Female,"Some college or university, no certificate or degree",UK,White,40.0,40.0,48.0,47.0,42.0,0.52975,-0.52593,CL2,CL1,CL0,CL5,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
1238,35-44,Female,University degree,UK,White,46.0,30.0,43.0,42.0,35.0,-0.21712,-0.52593,CL6,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1239,25-34,Female,University degree,UK,White,24.0,45.0,37.0,36.0,41.0,-0.21712,0.40148,CL3,CL2,CL1,CL1,CL6,CL1,CL4,CL2,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL1
1240,45-54,Female,University degree,UK,White,27.0,26.0,36.0,52.0,48.0,-1.37983,-0.52593,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
1241,25-34,Female,University degree,UK,White,41.0,40.0,39.0,44.0,31.0,-0.71126,-0.52593,CL6,CL3,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL1
1242,45-54,Female,University degree,UK,White,24.0,51.0,46.0,44.0,54.0,-1.37983,-0.84637,CL4,CL0,CL0,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1243,45-54,Female,Professional certificate/ diploma,UK,White,24.0,38.0,30.0,53.0,32.0,-1.37983,-1.54858,CL3,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1244,55-64,Male,University degree,UK,White,37.0,36.0,40.0,40.0,32.0,0.52975,0.07987,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1245,45-54,Female,Professional certificate/ diploma,UK,White,30.0,38.0,44.0,51.0,46.0,-1.37983,-0.21575,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1246,45-54,Female,Masters degree,UK,White,31.0,39.0,55.0,43.0,48.0,1.86203,0.7654,CL5,CL0,CL0,CL3,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
1247,35-44,Female,Masters degree,UK,White,27.0,39.0,49.0,40.0,49.0,-0.71126,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1248,45-54,Female,Doctorate degree,UK,Mixed-White/Asian,43.0,39.0,54.0,40.0,47.0,0.52975,0.7654,CL6,CL1,CL0,CL3,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1249,35-44,Female,Left school at 17 years,UK,White,39.0,28.0,32.0,36.0,31.0,-1.37983,-2.07848,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1250,35-44,Female,University degree,UK,White,32.0,31.0,32.0,45.0,40.0,-1.37983,-1.18084,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1251,25-34,Female,University degree,UK,Other,36.0,34.0,44.0,40.0,37.0,-0.21712,-0.21575,CL3,CL0,CL0,CL3,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1252,45-54,Female,University degree,UK,White,49.0,35.0,48.0,52.0,43.0,-1.37983,-0.52593,CL6,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1253,35-44,Female,University degree,UK,White,26.0,36.0,46.0,34.0,46.0,0.88113,0.40148,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1254,25-34,Female,Masters degree,UK,White,50.0,31.0,41.0,37.0,42.0,-0.71126,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1255,25-34,Female,Doctorate degree,UK,White,27.0,45.0,42.0,39.0,42.0,-1.37983,-0.84637,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1256,45-54,Female,Masters degree,UK,White,32.0,34.0,43.0,35.0,41.0,1.86203,0.40148,CL3,CL0,CL0,CL1,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1257,45-54,Female,University degree,UK,White,29.0,42.0,44.0,45.0,36.0,0.19268,0.40148,CL5,CL1,CL1,CL1,CL6,CL6,CL4,CL1,CL1,CL3,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
1258,25-34,Female,"Some college or university, no certificate or degree",UK,White,50.0,36.0,53.0,50.0,36.0,1.86203,0.07987,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1259,25-34,Female,Professional certificate/ diploma,UK,White,39.0,46.0,39.0,44.0,46.0,0.52975,0.7654,CL6,CL1,CL1,CL0,CL6,CL3,CL5,CL2,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1260,45-54,Female,University degree,UK,White,36.0,39.0,41.0,45.0,46.0,-0.71126,-0.21575,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
1261,25-34,Female,Professional certificate/ diploma,UK,White,32.0,34.0,38.0,47.0,42.0,0.52975,0.40148,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1262,35-44,Female,Left school at 16 years ,UK,White,28.0,40.0,38.0,41.0,44.0,0.19268,-0.21575,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1263,25-34,Female,Masters degree,UK,White,53.0,33.0,44.0,31.0,26.0,1.29221,1.92173,CL5,CL2,CL2,CL3,CL6,CL2,CL5,CL3,CL0,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL5,CL0,CL0
1264,35-44,Female,Professional certificate/ diploma,UK,White,37.0,32.0,43.0,47.0,44.0,-1.37983,-2.07848,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1265,35-44,Female,University degree,UK,White,40.0,40.0,38.0,32.0,42.0,0.19268,0.40148,CL5,CL2,CL0,CL0,CL5,CL0,CL5,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1266,25-34,Female,Masters degree,UK,White,35.0,37.0,43.0,54.0,44.0,-1.37983,-0.52593,CL5,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL1
1267,25-34,Female,Professional certificate/ diploma,UK,White,24.0,39.0,38.0,49.0,43.0,-0.71126,-0.52593,CL3,CL2,CL2,CL3,CL3,CL3,CL3,CL3,CL0,CL3,CL0,CL0,CL0,CL2,CL0,CL2,CL3,CL0,CL0
1268,55-64,Female,University degree,UK,White,34.0,39.0,47.0,48.0,38.0,0.88113,-1.18084,CL6,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1269,35-44,Female,"Some college or university, no certificate or degree",Other,White,52.0,33.0,33.0,48.0,34.0,0.19268,-2.07848,CL4,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1270,35-44,Male,Doctorate degree,Other,White,52.0,39.0,52.0,36.0,39.0,-0.21712,-0.21575,CL4,CL0,CL0,CL1,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL1
1271,35-44,Female,Masters degree,UK,White,26.0,41.0,49.0,41.0,46.0,-0.21712,-0.21575,CL5,CL1,CL1,CL0,CL6,CL2,CL5,CL1,CL0,CL1,CL0,CL0,CL1,CL0,CL0,CL1,CL3,CL0,CL0
1272,45-54,Female,Professional certificate/ diploma,UK,White,21.0,35.0,34.0,44.0,53.0,-0.71126,0.07987,CL3,CL6,CL2,CL4,CL5,CL2,CL6,CL2,CL0,CL5,CL0,CL2,CL3,CL2,CL0,CL2,CL1,CL0,CL0
1273,18-24,Male,"Some college or university, no certificate or degree",USA,White,31.0,47.0,50.0,39.0,33.0,0.52975,1.2247,CL5,CL3,CL0,CL0,CL5,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL4,CL5,CL2,CL0,CL5,CL0,CL0
1274,25-34,Female,"Some college or university, no certificate or degree",USA,Mixed-White/Asian,35.0,49.0,58.0,37.0,38.0,1.29221,1.2247,CL5,CL2,CL0,CL3,CL6,CL6,CL6,CL2,CL2,CL0,CL2,CL0,CL0,CL3,CL6,CL3,CL2,CL0,CL1
1275,35-44,Female,Professional certificate/ diploma,USA,White,25.0,38.0,51.0,49.0,49.0,-1.37983,0.07987,CL4,CL1,CL0,CL2,CL4,CL4,CL4,CL2,CL1,CL1,CL1,CL0,CL0,CL1,CL1,CL2,CL6,CL0,CL0
1276,18-24,Female,University degree,UK,Asian,42.0,41.0,38.0,45.0,38.0,0.52975,-0.52593,CL5,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4
1277,18-24,Male,University degree,UK,Asian,44.0,44.0,40.0,28.0,48.0,1.86203,1.92173,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1278,18-24,Male,"Some college or university, no certificate or degree",USA,White,24.0,51.0,48.0,50.0,45.0,-0.21712,-0.21575,CL4,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL3,CL0,CL0,CL2,CL0,CL0,CL4,CL3,CL0,CL0
1279,18-24,Female,"Some college or university, no certificate or degree",UK,Other,23.0,40.0,47.0,44.0,40.0,-0.71126,0.07987,CL4,CL5,CL3,CL4,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL3,CL5,CL0,CL0,CL5,CL6,CL0,CL0
1280,18-24,Female,"Some college or university, no certificate or degree",USA,White,44.0,25.0,49.0,35.0,27.0,1.86203,1.2247,CL4,CL5,CL0,CL4,CL6,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL3,CL0,CL3,CL0,CL6,CL0,CL2
1281,18-24,Male,"Some college or university, no certificate or degree",USA,White,54.0,33.0,46.0,35.0,32.0,-0.71126,-1.18084,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL4,CL0,CL6,CL0,CL0,CL3,CL0,CL6,CL0,CL5,CL0,CL0
1282,18-24,Male,"Some college or university, no certificate or degree",USA,Mixed-White/Black,20.0,52.0,60.0,48.0,44.0,1.29221,1.2247,CL5,CL6,CL0,CL3,CL4,CL6,CL6,CL4,CL0,CL3,CL4,CL0,CL6,CL6,CL5,CL3,CL6,CL0,CL2
1283,18-24,Male,"Some college or university, no certificate or degree",USA,White,43.0,43.0,41.0,33.0,38.0,1.86203,0.7654,CL3,CL0,CL0,CL3,CL5,CL6,CL5,CL2,CL0,CL2,CL2,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0
1284,35-44,Female,University degree,USA,White,30.0,43.0,58.0,40.0,41.0,0.88113,1.2247,CL6,CL1,CL0,CL2,CL6,CL2,CL6,CL1,CL1,CL1,CL1,CL0,CL2,CL1,CL5,CL1,CL2,CL0,CL0
1285,18-24,Female,"Some college or university, no certificate or degree",USA,White,35.0,46.0,46.0,36.0,39.0,-0.21712,0.40148,CL4,CL0,CL0,CL0,CL2,CL6,CL5,CL0,CL0,CL5,CL0,CL0,CL3,CL5,CL0,CL3,CL6,CL0,CL0
1286,18-24,Male,Masters degree,UK,White,31.0,42.0,52.0,42.0,47.0,-0.21712,0.07987,CL5,CL2,CL3,CL3,CL6,CL5,CL6,CL3,CL0,CL4,CL0,CL5,CL5,CL3,CL0,CL4,CL5,CL0,CL0
